x,y,conc
523940,171620,8.833692
523960,171620,8.824713
523980,171620,8.821943
524000,171620,8.81559
524020,171620,8.815853
524040,171620,8.823481
524060,171620,8.840994
524080,171620,8.924892
524100,171620,8.961694
524120,171620,8.908026
524140,171620,8.965862
524160,171620,8.910637
524180,171620,8.900252
524200,171620,8.895767
524220,171620,8.883153
524240,171620,8.892925
524260,171620,8.911697
524280,171620,9.034814
524300,171620,8.96313
524320,171620,9.045139
524340,171620,9.028207
524360,171620,9.391792
524380,171620,9.101877
524400,171620,9.133661
524420,171620,8.961642
524440,171620,8.934476
524460,171620,8.91011
524480,171620,8.893506
524500,171620,8.887518
524520,171620,8.891253
524540,171620,8.900314
524560,171620,8.916525
524580,171620,8.960516
524600,171620,9.012555
524620,171620,9.108432
524640,171620,9.055123
524660,171620,9.18889
524680,171620,9.494937
524700,171620,9.242025
524720,171620,9.084313
524740,171620,9.049328
524760,171620,9.047462
524780,171620,9.168287
524800,171620,9.053881
524820,171620,9.032882
524840,171620,9.02769
524860,171620,9.039364
524880,171620,9.063525
524900,171620,9.227032
524920,171620,9.167583
524940,171620,9.074864
524960,171620,9.062695
524980,171620,9.068743
525000,171620,9.10098
525020,171620,9.158092
525040,171620,9.197273
525060,171620,9.133544
525080,171620,9.118712
525100,171620,9.12107
525120,171620,9.142602
525140,171620,9.183282
525160,171620,9.274486
525180,171620,9.20128
525200,171620,9.182314
525220,171620,9.25666
525240,171620,9.370106
525260,171620,9.235373
525280,171620,9.207335
525300,171620,9.205309
525320,171620,9.230571
525340,171620,9.387181
525360,171620,9.341923
525380,171620,9.277216
525400,171620,9.362501
525420,171620,9.310274
525440,171620,9.31445
525460,171620,9.392015
525480,171620,9.390553
525500,171620,9.336979
525520,171620,9.449001
525540,171620,9.32266
525560,171620,9.388268
525580,171620,9.438519
525600,171620,9.376822
525620,171620,9.305094
525640,171620,9.290094
525660,171620,9.278658
525680,171620,9.271694
525700,171620,9.266611
525720,171620,9.264791
525740,171620,9.267219
525760,171620,9.276061
525780,171620,9.293944
525800,171620,9.328031
525820,171620,9.397112
525840,171620,9.646888
525860,171620,10.68642
525880,171620,9.622153
525900,171620,9.581345
525920,171620,9.517744
525940,171620,9.343598
525960,171620,9.289334
525980,171620,9.267411
526000,171620,9.258338
526020,171620,9.257468
526040,171620,9.263581
526060,171620,9.279135
526080,171620,9.303721
526100,171620,9.340359
526120,171620,9.415331
526140,171620,9.613504
526160,171620,11.81105
526180,171620,10.07724
526200,171620,9.594547
526220,171620,9.419316
526240,171620,9.328565
526260,171620,9.273329
526280,171620,9.235909
526300,171620,9.208997
526320,171620,9.188914
526340,171620,9.173402
526360,171620,9.161495
526380,171620,9.149827
526400,171620,9.143533
526420,171620,9.140982
526440,171620,9.142093
526460,171620,9.148142
526480,171620,9.161216
526500,171620,9.189997
526520,171620,9.274652
526540,171620,9.896728
526560,171620,9.593441
526580,171620,9.336523
526600,171620,9.265965
526620,171620,9.246471
526640,171620,9.352055
526660,171620,9.273312
526680,171620,9.209675
526700,171620,9.32236
526720,171620,9.235989
526740,171620,9.205832
526760,171620,9.203721
526780,171620,9.347208
526800,171620,9.32215
526820,171620,9.239424
526840,171620,9.214541
526860,171620,9.221011
526880,171620,9.378636
526900,171620,9.254605
526920,171620,9.250671
526940,171620,9.276353
526960,171620,9.351645
526980,171620,10.13706
527000,171620,9.38575
527020,171620,9.316944
527040,171620,9.298789
527060,171620,9.301325
527080,171620,9.320685
527100,171620,9.349578
527120,171620,9.375071
527140,171620,9.427279
527160,171620,9.542219
527180,171620,9.798436
527200,171620,9.699504
527220,171620,9.780962
527240,171620,10.78847
527260,171620,9.889772
527280,171620,9.600669
527300,171620,9.500385
527320,171620,9.448359
527340,171620,9.420758
527360,171620,9.409163
527380,171620,9.414954
527400,171620,9.528355
527420,171620,9.508545
527440,171620,9.437848
527460,171620,9.44411
527480,171620,9.48247
527500,171620,9.563416
527520,171620,9.770259
527540,171620,12.28131
527560,171620,9.943467
527580,171620,9.629331
527600,171620,9.515363
527620,171620,9.463268
527640,171620,9.449861
527660,171620,9.576657
527680,171620,9.426347
