x,y,conc
524480,178940,9.678203
524500,178940,9.686079
524520,178940,9.868591
524540,178940,9.813638
524560,178940,9.692231
524580,178940,9.664587
524600,178940,9.651699
524620,178940,9.644848
524640,178940,9.640713
524660,178940,9.639881
524680,178940,9.647894
524700,178940,9.654529
524720,178940,9.644167
524740,178940,9.64137
524760,178940,10.60514
524780,178940,11.63232
524800,178940,10.39613
524820,178940,9.651145
524840,178940,10.60365
524860,178940,12.85492
524880,178940,10.34234
524900,178940,9.713491
524920,178940,9.705917
524940,178940,9.70838
524960,178940,9.716915
524980,178940,9.729313
525000,178940,9.753656
525020,178940,9.971113
525040,178940,9.782871
525060,178940,9.776746
525080,178940,9.793596
525100,178940,9.793399
525120,178940,9.797374
525140,178940,9.818714
525160,178940,10.07339
525180,178940,9.918913
525200,178940,9.947224
525220,178940,10.0152
525240,178940,10.04477
525260,178940,10.23738
525280,178940,9.994912
525300,178940,12.35797
525320,178940,11.33343
525340,178940,9.946956
525360,178940,10.25325
525380,178940,10.05098
525400,178940,9.92624
525420,178940,9.897011
525440,178940,9.883137
525460,178940,9.87502
525480,178940,9.873229
525500,178940,9.878862
525520,178940,9.893543
525540,178940,9.931807
525560,178940,10.0347
525580,178940,10.51462
525600,178940,10.82707
525620,178940,10.19532
525640,178940,10.11766
525660,178940,10.1309
525680,178940,10.0973
525700,178940,10.13297
525720,178940,10.12387
525740,178940,10.03835
525760,178940,10.12303
525780,178940,9.894638
525800,178940,9.871115
525820,178940,10.05074
525840,178940,9.866487
525860,178940,9.839593
525880,178940,9.831923
525900,178940,9.831368
525920,178940,9.836061
525940,178940,9.848921
525960,178940,9.884247
525980,178940,10.02922
526000,178940,9.924411
526020,178940,10.04143
526040,178940,10.0576
526060,178940,9.936478
526080,178940,10.15289
526100,178940,10.1299
526120,178940,9.902844
526140,178940,9.88994
526160,178940,9.895183
526180,178940,9.914059
526200,178940,9.960042
526220,178940,10.11283
526240,178940,11.03443
526260,178940,10.09636
526280,178940,10.26981
526300,178940,9.993237
526320,178940,9.964025
526340,178940,9.954455
526360,178940,11.49096
526380,178940,11.36643
526400,178940,12.21337
526420,178940,14.18087
526440,178940,14.40649
526460,178940,15.1058
526480,178940,15.59324
526500,178940,16.11572
526520,178940,12.043
526540,178940,11.66598
526560,178940,10.01745
526580,178940,10.00104
526600,178940,10.14177
526620,178940,10.01072
526640,178940,9.979671
526660,178940,9.970042
526680,178940,9.966105
526700,178940,9.966968
526720,178940,9.973318
526740,178940,9.987415
526760,178940,10.00518
526780,178940,10.04247
526800,178940,10.0783
526820,178940,10.06571
526840,178940,10.34419
526860,178940,10.16663
526880,178940,12.46774
526900,178940,11.52077
526920,178940,10.13965
526940,178940,10.08112
526960,178940,10.09721
526980,178940,10.10547
527000,178940,10.043
527020,178940,10.03494
527040,178940,10.17851
527060,178940,10.08403
527080,178940,10.10901
527100,178940,10.14016
527120,178940,10.29266
527140,178940,10.26171
527160,178940,10.09574
527180,178940,10.2364
527200,178940,11.60648
527220,178940,10.05407
527240,178940,10.25372
527260,178940,10.11775
527280,178940,10.33771
527300,178940,10.09083
527320,178940,10.06059
527340,178940,10.08089
527360,178940,10.19047
527380,178940,10.51406
527400,178940,10.16072
527420,178940,10.28238
527440,178940,10.09989
527460,178940,10.21785
527480,178940,10.09937
527500,178940,10.09042
527520,178940,10.20847
527540,178940,10.09691
527560,178940,10.2465
527580,178940,10.0721
527600,178940,10.07934
527620,178940,10.33131
527640,178940,10.47985
527660,178940,10.11914
527680,178940,10.10335
527700,178940,10.29038
527720,178940,10.13113
527740,178940,10.30267
527760,178940,10.13282
527780,178940,10.05671
527800,178940,10.04661
527820,178940,10.08162
527840,178940,10.10535
527860,178940,10.06436
527880,178940,10.21241
527900,178940,10.07967
527920,178940,10.04871
527940,178940,12.85708
527960,178940,10.04038
527980,178940,10.04396
528000,178940,10.05007
528020,178940,10.06889
528040,178940,10.09249
528060,178940,10.08056
528080,178940,10.17072
528100,178940,10.15175
528120,178940,10.10907
528140,178940,10.19576
528160,178940,10.10738
528180,178940,10.2383
528200,178940,10.11171
528220,178940,10.18562
528240,178940,10.18656
528260,178940,10.17256
528280,178940,10.24018
528300,178940,11.08154
528320,178940,10.57072
528340,178940,10.94228
528360,178940,10.45517
528380,178940,10.24508
528400,178940,10.20542
528420,178940,10.27836
528440,178940,10.18403
528460,178940,10.16807
528480,178940,10.27578
528500,178940,10.1655
528520,178940,10.27404
528540,178940,10.15196
528560,178940,10.21067
528580,178940,10.15189
528600,178940,10.14528
528620,178940,12.2668
528640,178940,10.15408
528660,178940,10.10736
528680,178940,10.09347
528700,178940,10.09707
528720,178940,10.222
528740,178940,10.08216
528760,178940,11.30147
528780,178940,14.03289
528800,178940,10.05702
528820,178940,10.05341
528840,178940,10.05103
528860,178940,10.04981
528880,178940,10.04909
528900,178940,10.04928
528920,178940,10.05059
528940,178940,10.0531
528960,178940,10.05727
528980,178940,10.06522
529000,178940,10.0826
529020,178940,10.18979
529040,178940,10.73848
529060,178940,10.18053
529080,178940,10.33286
529100,178940,11.57646
529120,178940,11.66853
529140,178940,10.57091
529160,178940,10.35403
529180,178940,10.2137
529200,178940,10.1881
529220,178940,10.14659
529240,178940,10.11976
529260,178940,10.20221
529280,178940,10.17273
529300,178940,10.12003
529320,178940,10.11052
529340,178940,10.15349
529360,178940,10.10795
529380,178940,10.1656
529400,178940,10.18799
529420,178940,10.22476
529440,178940,10.23099
529460,178940,10.93469
529480,178940,10.28968
529500,178940,10.20027
529520,178940,10.21992
529540,178940,10.18096
529560,178940,10.10303
529580,178940,10.08466
529600,178940,10.08205
529620,178940,10.21021
529640,178940,10.0828
